scenario_id,map_index,trial,team_size,seed,communication_mode,start_positions,selected_start_seed,start_cells,source_method
map_0081_trial_01_robots_04_seed_8101082_mapcomm_raw,81,1,4,8101082,raw,"[[20.0,-48.0],[-4.0,-24.0],[-16.0,24.0],[-8.0,12.0]]",8101082,"[[223, 30], [163, 90], [133, 210], [153, 180]]",full
map_0081_trial_01_robots_06_seed_8101102_mapcomm_compressed,81,1,6,8101102,compressed,"[[-8.0,4.0],[-48.0,8.0],[-20.0,-8.0],[4.0,-48.0],[-24.0,28.0],[-52.0,28.0]]",8101102,"[[153, 160], [53, 170], [123, 130], [183, 30], [113, 220], [43, 220]]",full
map_0081_trial_01_robots_06_seed_8101102_mapcomm_none,81,1,6,8101102,none,"[[-8.0,4.0],[-48.0,8.0],[-20.0,-8.0],[4.0,-48.0],[-24.0,28.0],[-52.0,28.0]]",8101102,"[[153, 160], [53, 170], [123, 130], [183, 30], [113, 220], [43, 220]]",full
map_0081_trial_01_robots_06_seed_8101102_mapcomm_raw,81,1,6,8101102,raw,"[[-8.0,4.0],[-48.0,8.0],[-20.0,-8.0],[4.0,-48.0],[-24.0,28.0],[-52.0,28.0]]",8101102,"[[153, 160], [53, 170], [123, 130], [183, 30], [113, 220], [43, 220]]",full
map_0081_trial_01_robots_08_seed_8101122_mapcomm_compressed,81,1,8,8101122,compressed,"[[-16.0,-32.0],[0.0,8.0],[-48.0,-20.0],[16.0,-28.0],[-52.0,-32.0],[20.0,-44.0],[12.0,24.0],[-36.0,-4.0]]",8101122,"[[133, 70], [173, 170], [53, 100], [213, 80], [43, 70], [223, 40], [203, 210], [83, 140]]",full
map_0081_trial_01_robots_08_seed_8101122_mapcomm_none,81,1,8,8101122,none,"[[-16.0,-32.0],[0.0,8.0],[-48.0,-20.0],[16.0,-28.0],[-52.0,-32.0],[20.0,-44.0],[12.0,24.0],[-36.0,-4.0]]",8101122,"[[133, 70], [173, 170], [53, 100], [213, 80], [43, 70], [223, 40], [203, 210], [83, 140]]",full
map_0081_trial_01_robots_08_seed_8101122_mapcomm_raw,81,1,8,8101122,raw,"[[-16.0,-32.0],[0.0,8.0],[-48.0,-20.0],[16.0,-28.0],[-52.0,-32.0],[20.0,-44.0],[12.0,24.0],[-36.0,-4.0]]",8101122,"[[133, 70], [173, 170], [53, 100], [213, 80], [43, 70], [223, 40], [203, 210], [83, 140]]",full
map_0081_trial_02_robots_02_seed_8102062_mapcomm_compressed,81,2,2,8102062,compressed,"[[-28.0,24.0],[-16.0,-40.0]]",8102062,"[[103, 210], [133, 50]]",full
map_0081_trial_02_robots_02_seed_8102062_mapcomm_none,81,2,2,8102062,none,"[[-28.0,24.0],[-16.0,-40.0]]",8102062,"[[103, 210], [133, 50]]",full
map_0081_trial_02_robots_02_seed_8102062_mapcomm_raw,81,2,2,8102062,raw,"[[-28.0,24.0],[-16.0,-40.0]]",8102062,"[[103, 210], [133, 50]]",full
map_0081_trial_02_robots_04_seed_8102082_mapcomm_compressed,81,2,4,8102082,compressed,"[[8.0,16.0],[-32.0,-4.0],[-36.0,12.0],[-12.0,-32.0]]",8102082,"[[193, 190], [93, 140], [83, 180], [143, 70]]",full
map_0081_trial_02_robots_04_seed_8102082_mapcomm_none,81,2,4,8102082,none,"[[8.0,16.0],[-32.0,-4.0],[-36.0,12.0],[-12.0,-32.0]]",8102082,"[[193, 190], [93, 140], [83, 180], [143, 70]]",full
map_0081_trial_02_robots_04_seed_8102082_mapcomm_raw,81,2,4,8102082,raw,"[[8.0,16.0],[-32.0,-4.0],[-36.0,12.0],[-12.0,-32.0]]",8102082,"[[193, 190], [93, 140], [83, 180], [143, 70]]",full
map_0081_trial_02_robots_06_seed_8102102_mapcomm_compressed,81,2,6,8102102,compressed,"[[16.0,-52.0],[-32.0,-40.0],[-56.0,32.0],[-52.0,20.0],[24.0,4.0],[-64.0,-28.0]]",8102102,"[[213, 20], [93, 50], [33, 230], [43, 200], [233, 160], [13, 80]]",full
map_0081_trial_02_robots_06_seed_8102102_mapcomm_none,81,2,6,8102102,none,"[[16.0,-52.0],[-32.0,-40.0],[-56.0,32.0],[-52.0,20.0],[24.0,4.0],[-64.0,-28.0]]",8102102,"[[213, 20], [93, 50], [33, 230], [43, 200], [233, 160], [13, 80]]",full
map_0081_trial_02_robots_06_seed_8102102_mapcomm_raw,81,2,6,8102102,raw,"[[16.0,-52.0],[-32.0,-40.0],[-56.0,32.0],[-52.0,20.0],[24.0,4.0],[-64.0,-28.0]]",8102102,"[[213, 20], [93, 50], [33, 230], [43, 200], [233, 160], [13, 80]]",full
map_0081_trial_02_robots_08_seed_8102122_mapcomm_compressed,81,2,8,8102122,compressed,"[[-12.0,-40.0],[12.0,-44.0],[-8.0,24.0],[-56.0,-4.0],[-32.0,-36.0],[-8.0,-4.0],[8.0,24.0],[-8.0,-24.0]]",8102122,"[[143, 50], [203, 40], [153, 210], [33, 140], [93, 60], [153, 140], [193, 210], [153, 90]]",full
map_0081_trial_02_robots_08_seed_8102122_mapcomm_none,81,2,8,8102122,none,"[[-12.0,-40.0],[12.0,-44.0],[-8.0,24.0],[-56.0,-4.0],[-32.0,-36.0],[-8.0,-4.0],[8.0,24.0],[-8.0,-24.0]]",8102122,"[[143, 50], [203, 40], [153, 210], [33, 140], [93, 60], [153, 140], [193, 210], [153, 90]]",full
map_0081_trial_02_robots_08_seed_8102122_mapcomm_raw,81,2,8,8102122,raw,"[[-12.0,-40.0],[12.0,-44.0],[-8.0,24.0],[-56.0,-4.0],[-32.0,-36.0],[-8.0,-4.0],[8.0,24.0],[-8.0,-24.0]]",8102122,"[[143, 50], [203, 40], [153, 210], [33, 140], [93, 60], [153, 140], [193, 210], [153, 90]]",full
map_0081_trial_03_robots_02_seed_8103062_mapcomm_compressed,81,3,2,8103062,compressed,"[[-8.0,-52.0],[-64.0,12.0]]",8103062,"[[153, 20], [13, 180]]",full
map_0081_trial_03_robots_02_seed_8103062_mapcomm_none,81,3,2,8103062,none,"[[-8.0,-52.0],[-64.0,12.0]]",8103062,"[[153, 20], [13, 180]]",full
map_0081_trial_03_robots_02_seed_8103062_mapcomm_raw,81,3,2,8103062,raw,"[[-8.0,-52.0],[-64.0,12.0]]",8103062,"[[153, 20], [13, 180]]",full
map_0081_trial_03_robots_04_seed_8103082_mapcomm_compressed,81,3,4,8103082,compressed,"[[-52.0,-8.0],[24.0,32.0],[-24.0,-12.0],[-8.0,0.0]]",8103082,"[[43, 130], [233, 230], [113, 120], [153, 150]]",full
map_0081_trial_03_robots_04_seed_8103082_mapcomm_none,81,3,4,8103082,none,"[[-52.0,-8.0],[24.0,32.0],[-24.0,-12.0],[-8.0,0.0]]",8103082,"[[43, 130], [233, 230], [113, 120], [153, 150]]",full
map_0081_trial_03_robots_04_seed_8103082_mapcomm_raw,81,3,4,8103082,raw,"[[-52.0,-8.0],[24.0,32.0],[-24.0,-12.0],[-8.0,0.0]]",8103082,"[[43, 130], [233, 230], [113, 120], [153, 150]]",full
map_0081_trial_03_robots_06_seed_8103102_mapcomm_compressed,81,3,6,8103102,compressed,"[[16.0,-44.0],[-52.0,-32.0],[-28.0,20.0],[-48.0,-44.0],[-52.0,-4.0],[20.0,4.0]]",8103102,"[[213, 40], [43, 70], [103, 200], [53, 40], [43, 140], [223, 160]]",full
map_0081_trial_03_robots_06_seed_8103102_mapcomm_none,81,3,6,8103102,none,"[[16.0,-44.0],[-52.0,-32.0],[-28.0,20.0],[-48.0,-44.0],[-52.0,-4.0],[20.0,4.0]]",8103102,"[[213, 40], [43, 70], [103, 200], [53, 40], [43, 140], [223, 160]]",full
map_0081_trial_03_robots_06_seed_8103102_mapcomm_raw,81,3,6,8103102,raw,"[[16.0,-44.0],[-52.0,-32.0],[-28.0,20.0],[-48.0,-44.0],[-52.0,-4.0],[20.0,4.0]]",8103102,"[[213, 40], [43, 70], [103, 200], [53, 40], [43, 140], [223, 160]]",full
map_0081_trial_03_robots_08_seed_8103122_mapcomm_compressed,81,3,8,8103122,compressed,"[[-56.0,28.0],[20.0,-44.0],[0.0,20.0],[-56.0,12.0],[0.0,-4.0],[12.0,20.0],[-8.0,-24.0],[-64.0,-32.0]]",8103122,"[[33, 220], [223, 40], [173, 200], [33, 180], [173, 140], [203, 200], [153, 90], [13, 70]]",full
map_0081_trial_03_robots_08_seed_8103122_mapcomm_none,81,3,8,8103122,none,"[[-56.0,28.0],[20.0,-44.0],[0.0,20.0],[-56.0,12.0],[0.0,-4.0],[12.0,20.0],[-8.0,-24.0],[-64.0,-32.0]]",8103122,"[[33, 220], [223, 40], [173, 200], [33, 180], [173, 140], [203, 200], [153, 90], [13, 70]]",full
map_0081_trial_03_robots_08_seed_8103122_mapcomm_raw,81,3,8,8103122,raw,"[[-56.0,28.0],[20.0,-44.0],[0.0,20.0],[-56.0,12.0],[0.0,-4.0],[12.0,20.0],[-8.0,-24.0],[-64.0,-32.0]]",8103122,"[[33, 220], [223, 40], [173, 200], [33, 180], [173, 140], [203, 200], [153, 90], [13, 70]]",full
map_0082_trial_00_robots_02_seed_8200062_mapcomm_compressed,82,0,2,8200062,compressed,"[[-20.0,-40.0],[-44.0,-36.0]]",8200062,"[[85, 63], [25, 73]]",full
map_0082_trial_00_robots_02_seed_8200062_mapcomm_none,82,0,2,8200062,none,"[[-20.0,-40.0],[-44.0,-36.0]]",8200062,"[[85, 63], [25, 73]]",full
map_0082_trial_00_robots_02_seed_8200062_mapcomm_raw,82,0,2,8200062,raw,"[[-20.0,-40.0],[-44.0,-36.0]]",8200062,"[[85, 63], [25, 73]]",full
map_0082_trial_00_robots_04_seed_8200082_mapcomm_compressed,82,0,4,8200082,compressed,"[[-40.0,-4.0],[-4.0,-16.0],[16.0,-20.0],[28.0,12.0]]",8200082,"[[35, 153], [125, 123], [175, 113], [205, 193]]",full
map_0082_trial_00_robots_04_seed_8200082_mapcomm_none,82,0,4,8200082,none,"[[-40.0,-4.0],[-4.0,-16.0],[16.0,-20.0],[28.0,12.0]]",8200082,"[[35, 153], [125, 123], [175, 113], [205, 193]]",full
map_0082_trial_00_robots_04_seed_8200082_mapcomm_raw,82,0,4,8200082,raw,"[[-40.0,-4.0],[-4.0,-16.0],[16.0,-20.0],[28.0,12.0]]",8200082,"[[35, 153], [125, 123], [175, 113], [205, 193]]",full
map_0082_trial_00_robots_06_seed_8200102_mapcomm_compressed,82,0,6,8200102,compressed,"[[12.0,-8.0],[12.0,4.0],[-40.0,-24.0],[-32.0,4.0],[-36.0,-44.0],[-24.0,-24.0]]",8200102,"[[165, 143], [165, 173], [35, 103], [55, 173], [45, 53], [75, 103]]",full
map_0082_trial_00_robots_06_seed_8200102_mapcomm_none,82,0,6,8200102,none,"[[12.0,-8.0],[12.0,4.0],[-40.0,-24.0],[-32.0,4.0],[-36.0,-44.0],[-24.0,-24.0]]",8200102,"[[165, 143], [165, 173], [35, 103], [55, 173], [45, 53], [75, 103]]",full
map_0082_trial_00_robots_06_seed_8200102_mapcomm_raw,82,0,6,8200102,raw,"[[12.0,-8.0],[12.0,4.0],[-40.0,-24.0],[-32.0,4.0],[-36.0,-44.0],[-24.0,-24.0]]",8200102,"[[165, 143], [165, 173], [35, 103], [55, 173], [45, 53], [75, 103]]",full
map_0082_trial_00_robots_08_seed_8200122_mapcomm_compressed,82,0,8,8200122,compressed,"[[-28.0,20.0],[-48.0,-4.0],[20.0,-44.0],[12.0,-4.0],[-16.0,-36.0],[-28.0,-24.0],[-16.0,-20.0],[24.0,4.0]]",8200122,"[[65, 213], [15, 153], [185, 53], [165, 153], [95, 73], [65, 103], [95, 113], [195, 173]]",full
map_0082_trial_00_robots_08_seed_8200122_mapcomm_none,82,0,8,8200122,none,"[[-28.0,20.0],[-48.0,-4.0],[20.0,-44.0],[12.0,-4.0],[-16.0,-36.0],[-28.0,-24.0],[-16.0,-20.0],[24.0,4.0]]",8200122,"[[65, 213], [15, 153], [185, 53], [165, 153], [95, 73], [65, 103], [95, 113], [195, 173]]",full
map_0082_trial_00_robots_08_seed_8200122_mapcomm_raw,82,0,8,8200122,raw,"[[-28.0,20.0],[-48.0,-4.0],[20.0,-44.0],[12.0,-4.0],[-16.0,-36.0],[-28.0,-24.0],[-16.0,-20.0],[24.0,4.0]]",8200122,"[[65, 213], [15, 153], [185, 53], [165, 153], [95, 73], [65, 103], [95, 113], [195, 173]]",full
map_0082_trial_01_robots_02_seed_8201062_mapcomm_compressed,82,1,2,8201062,compressed,"[[-20.0,-20.0],[-24.0,-56.0]]",8201062,"[[85, 113], [75, 23]]",full
map_0082_trial_01_robots_02_seed_8201062_mapcomm_none,82,1,2,8201062,none,"[[-20.0,-20.0],[-24.0,-56.0]]",8201062,"[[85, 113], [75, 23]]",full
map_0082_trial_01_robots_02_seed_8201062_mapcomm_raw,82,1,2,8201062,raw,"[[-20.0,-20.0],[-24.0,-56.0]]",8201062,"[[85, 113], [75, 23]]",full
map_0082_trial_01_robots_04_seed_8201082_mapcomm_compressed,82,1,4,8201082,compressed,"[[28.0,20.0],[-48.0,0.0],[-4.0,-36.0],[-36.0,-56.0]]",8201082,"[[205, 213], [15, 163], [125, 73], [45, 23]]",full
map_0082_trial_01_robots_04_seed_8201082_mapcomm_none,82,1,4,8201082,none,"[[28.0,20.0],[-48.0,0.0],[-4.0,-36.0],[-36.0,-56.0]]",8201082,"[[205, 213], [15, 163], [125, 73], [45, 23]]",full
map_0082_trial_01_robots_04_seed_8201082_mapcomm_raw,82,1,4,8201082,raw,"[[28.0,20.0],[-48.0,0.0],[-4.0,-36.0],[-36.0,-56.0]]",8201082,"[[205, 213], [15, 163], [125, 73], [45, 23]]",full
map_0082_trial_01_robots_06_seed_8201102_mapcomm_compressed,82,1,6,8201102,compressed,"[[-36.0,-56.0],[8.0,28.0],[-8.0,20.0],[-48.0,16.0],[-28.0,-12.0],[-20.0,-40.0]]",8201102,"[[45, 23], [155, 233], [115, 213], [15, 203], [65, 133], [85, 63]]",full
map_0082_trial_01_robots_06_seed_8201102_mapcomm_none,82,1,6,8201102,none,"[[-36.0,-56.0],[8.0,28.0],[-8.0,20.0],[-48.0,16.0],[-28.0,-12.0],[-20.0,-40.0]]",8201102,"[[45, 23], [155, 233], [115, 213], [15, 203], [65, 133], [85, 63]]",full
map_0082_trial_01_robots_06_seed_8201102_mapcomm_raw,82,1,6,8201102,raw,"[[-36.0,-56.0],[8.0,28.0],[-8.0,20.0],[-48.0,16.0],[-28.0,-12.0],[-20.0,-40.0]]",8201102,"[[45, 23], [155, 233], [115, 213], [15, 203], [65, 133], [85, 63]]",full
map_0082_trial_01_robots_08_seed_8201122_mapcomm_compressed,82,1,8,8201122,compressed,"[[-4.0,-16.0],[-44.0,-4.0],[-32.0,-4.0],[-24.0,-20.0],[0.0,-4.0],[24.0,-12.0],[16.0,-48.0],[24.0,20.0]]",8201122,"[[125, 123], [25, 153], [55, 153], [75, 113], [135, 153], [195, 133], [175, 43], [195, 213]]",full
map_0082_trial_01_robots_08_seed_8201122_mapcomm_none,82,1,8,8201122,none,"[[-4.0,-16.0],[-44.0,-4.0],[-32.0,-4.0],[-24.0,-20.0],[0.0,-4.0],[24.0,-12.0],[16.0,-48.0],[24.0,20.0]]",8201122,"[[125, 123], [25, 153], [55, 153], [75, 113], [135, 153], [195, 133], [175, 43], [195, 213]]",full
map_0082_trial_01_robots_08_seed_8201122_mapcomm_raw,82,1,8,8201122,raw,"[[-4.0,-16.0],[-44.0,-4.0],[-32.0,-4.0],[-24.0,-20.0],[0.0,-4.0],[24.0,-12.0],[16.0,-48.0],[24.0,20.0]]",8201122,"[[125, 123], [25, 153], [55, 153], [75, 113], [135, 153], [195, 133], [175, 43], [195, 213]]",full
map_0082_trial_02_robots_02_seed_8202062_mapcomm_compressed,82,2,2,8202062,compressed,"[[-4.0,-40.0],[-48.0,-52.0]]",8202062,"[[125, 63], [15, 33]]",full
map_0082_trial_02_robots_02_seed_8202062_mapcomm_none,82,2,2,8202062,none,"[[-4.0,-40.0],[-48.0,-52.0]]",8202062,"[[125, 63], [15, 33]]",full
map_0082_trial_02_robots_02_seed_8202062_mapcomm_raw,82,2,2,8202062,raw,"[[-4.0,-40.0],[-48.0,-52.0]]",8202062,"[[125, 63], [15, 33]]",full
map_0082_trial_02_robots_04_seed_8202082_mapcomm_compressed,82,2,4,8202082,compressed,"[[-24.0,20.0],[0.0,0.0],[-20.0,-24.0],[-16.0,0.0]]",8202082,"[[75, 213], [135, 163], [85, 103], [95, 163]]",full
map_0082_trial_02_robots_04_seed_8202082_mapcomm_none,82,2,4,8202082,none,"[[-24.0,20.0],[0.0,0.0],[-20.0,-24.0],[-16.0,0.0]]",8202082,"[[75, 213], [135, 163], [85, 103], [95, 163]]",full
map_0082_trial_02_robots_04_seed_8202082_mapcomm_raw,82,2,4,8202082,raw,"[[-24.0,20.0],[0.0,0.0],[-20.0,-24.0],[-16.0,0.0]]",8202082,"[[75, 213], [135, 163], [85, 103], [95, 163]]",full
map_0082_trial_02_robots_06_seed_8202102_mapcomm_compressed,82,2,6,8202102,compressed,"[[4.0,-48.0],[8.0,20.0],[-44.0,-8.0],[-20.0,-36.0],[4.0,-8.0],[-44.0,-48.0]]",8202102,"[[145, 43], [155, 213], [25, 143], [85, 73], [145, 143], [25, 43]]",full
map_0082_trial_02_robots_06_seed_8202102_mapcomm_none,82,2,6,8202102,none,"[[4.0,-48.0],[8.0,20.0],[-44.0,-8.0],[-20.0,-36.0],[4.0,-8.0],[-44.0,-48.0]]",8202102,"[[145, 43], [155, 213], [25, 143], [85, 73], [145, 143], [25, 43]]",full
map_0082_trial_02_robots_06_seed_8202102_mapcomm_raw,82,2,6,8202102,raw,"[[4.0,-48.0],[8.0,20.0],[-44.0,-8.0],[-20.0,-36.0],[4.0,-8.0],[-44.0,-48.0]]",8202102,"[[145, 43], [155, 213], [25, 143], [85, 73], [145, 143], [25, 43]]",full
map_0082_trial_02_robots_08_seed_8202122_mapcomm_compressed,82,2,8,8202122,compressed,"[[4.0,8.0],[-32.0,20.0],[-32.0,-56.0],[-12.0,-44.0],[16.0,-28.0],[-8.0,-32.0],[-20.0,20.0],[4.0,-48.0]]",8202122,"[[145, 183], [55, 213], [55, 23], [105, 53], [175, 93], [115, 83], [85, 213], [145, 43]]",full
map_0082_trial_02_robots_08_seed_8202122_mapcomm_none,82,2,8,8202122,none,"[[4.0,8.0],[-32.0,20.0],[-32.0,-56.0],[-12.0,-44.0],[16.0,-28.0],[-8.0,-32.0],[-20.0,20.0],[4.0,-48.0]]",8202122,"[[145, 183], [55, 213], [55, 23], [105, 53], [175, 93], [115, 83], [85, 213], [145, 43]]",full
map_0082_trial_02_robots_08_seed_8202122_mapcomm_raw,82,2,8,8202122,raw,"[[4.0,8.0],[-32.0,20.0],[-32.0,-56.0],[-12.0,-44.0],[16.0,-28.0],[-8.0,-32.0],[-20.0,20.0],[4.0,-48.0]]",8202122,"[[145, 183], [55, 213], [55, 23], [105, 53], [175, 93], [115, 83], [85, 213], [145, 43]]",full
map_0082_trial_03_robots_02_seed_8203062_mapcomm_compressed,82,3,2,8203062,compressed,"[[16.0,-4.0],[-20.0,-20.0]]",8203062,"[[175, 153], [85, 113]]",full
map_0082_trial_03_robots_02_seed_8203062_mapcomm_none,82,3,2,8203062,none,"[[16.0,-4.0],[-20.0,-20.0]]",8203062,"[[175, 153], [85, 113]]",full
map_0082_trial_03_robots_02_seed_8203062_mapcomm_raw,82,3,2,8203062,raw,"[[16.0,-4.0],[-20.0,-20.0]]",8203062,"[[175, 153], [85, 113]]",full
map_0082_trial_03_robots_04_seed_8203082_mapcomm_compressed,82,3,4,8203082,compressed,"[[-44.0,-40.0],[-20.0,4.0],[0.0,-4.0],[24.0,-24.0]]",8203082,"[[25, 63], [85, 173], [135, 153], [195, 103]]",full
map_0082_trial_03_robots_04_seed_8203082_mapcomm_none,82,3,4,8203082,none,"[[-44.0,-40.0],[-20.0,4.0],[0.0,-4.0],[24.0,-24.0]]",8203082,"[[25, 63], [85, 173], [135, 153], [195, 103]]",full
map_0082_trial_03_robots_04_seed_8203082_mapcomm_raw,82,3,4,8203082,raw,"[[-44.0,-40.0],[-20.0,4.0],[0.0,-4.0],[24.0,-24.0]]",8203082,"[[25, 63], [85, 173], [135, 153], [195, 103]]",full
map_0082_trial_03_robots_06_seed_8203102_mapcomm_compressed,82,3,6,8203102,compressed,"[[-24.0,12.0],[16.0,-16.0],[-8.0,-28.0],[-28.0,-28.0],[4.0,24.0],[24.0,16.0]]",8203102,"[[75, 193], [175, 123], [115, 93], [65, 93], [145, 223], [195, 203]]",full
map_0082_trial_03_robots_06_seed_8203102_mapcomm_none,82,3,6,8203102,none,"[[-24.0,12.0],[16.0,-16.0],[-8.0,-28.0],[-28.0,-28.0],[4.0,24.0],[24.0,16.0]]",8203102,"[[75, 193], [175, 123], [115, 93], [65, 93], [145, 223], [195, 203]]",full
map_0082_trial_03_robots_06_seed_8203102_mapcomm_raw,82,3,6,8203102,raw,"[[-24.0,12.0],[16.0,-16.0],[-8.0,-28.0],[-28.0,-28.0],[4.0,24.0],[24.0,16.0]]",8203102,"[[75, 193], [175, 123], [115, 93], [65, 93], [145, 223], [195, 203]]",full
map_0082_trial_03_robots_08_seed_8203122_mapcomm_compressed,82,3,8,8203122,compressed,"[[-24.0,-12.0],[-44.0,28.0],[-16.0,24.0],[-20.0,-40.0],[-48.0,-32.0],[20.0,-48.0],[-40.0,0.0],[-20.0,-56.0]]",8203122,"[[75, 133], [25, 233], [95, 223], [85, 63], [15, 83], [185, 43], [35, 163], [85, 23]]",full
map_0082_trial_03_robots_08_seed_8203122_mapcomm_none,82,3,8,8203122,none,"[[-24.0,-12.0],[-44.0,28.0],[-16.0,24.0],[-20.0,-40.0],[-48.0,-32.0],[20.0,-48.0],[-40.0,0.0],[-20.0,-56.0]]",8203122,"[[75, 133], [25, 233], [95, 223], [85, 63], [15, 83], [185, 43], [35, 163], [85, 23]]",full
map_0082_trial_03_robots_08_seed_8203122_mapcomm_raw,82,3,8,8203122,raw,"[[-24.0,-12.0],[-44.0,28.0],[-16.0,24.0],[-20.0,-40.0],[-48.0,-32.0],[20.0,-48.0],[-40.0,0.0],[-20.0,-56.0]]",8203122,"[[75, 133], [25, 233], [95, 223], [85, 63], [15, 83], [185, 43], [35, 163], [85, 23]]",full
map_0083_trial_00_robots_02_seed_8300062_mapcomm_compressed,83,0,2,8300062,compressed,"[[-52.0,-40.0],[-24.0,8.0]]",8300062,"[[43, 50], [113, 170]]",full
map_0083_trial_00_robots_02_seed_8300062_mapcomm_none,83,0,2,8300062,none,"[[-52.0,-40.0],[-24.0,8.0]]",8300062,"[[43, 50], [113, 170]]",full
map_0083_trial_00_robots_02_seed_8300062_mapcomm_raw,83,0,2,8300062,raw,"[[-52.0,-40.0],[-24.0,8.0]]",8300062,"[[43, 50], [113, 170]]",full
map_0083_trial_00_robots_04_seed_8300082_mapcomm_compressed,83,0,4,8300082,compressed,"[[4.0,8.0],[-20.0,24.0],[0.0,-32.0],[-44.0,-12.0]]",8300082,"[[183, 170], [123, 210], [173, 70], [63, 120]]",full
map_0083_trial_00_robots_04_seed_8300082_mapcomm_none,83,0,4,8300082,none,"[[4.0,8.0],[-20.0,24.0],[0.0,-32.0],[-44.0,-12.0]]",8300082,"[[183, 170], [123, 210], [173, 70], [63, 120]]",full
map_0083_trial_00_robots_04_seed_8300082_mapcomm_raw,83,0,4,8300082,raw,"[[4.0,8.0],[-20.0,24.0],[0.0,-32.0],[-44.0,-12.0]]",8300082,"[[183, 170], [123, 210], [173, 70], [63, 120]]",full
map_0083_trial_00_robots_06_seed_8300102_mapcomm_compressed,83,0,6,8300102,compressed,"[[-36.0,16.0],[24.0,0.0],[-20.0,20.0],[-44.0,28.0],[16.0,-28.0],[-20.0,-16.0]]",8300102,"[[83, 190], [233, 150], [123, 200], [63, 220], [213, 80], [123, 110]]",full
map_0083_trial_00_robots_06_seed_8300102_mapcomm_none,83,0,6,8300102,none,"[[-36.0,16.0],[24.0,0.0],[-20.0,20.0],[-44.0,28.0],[16.0,-28.0],[-20.0,-16.0]]",8300102,"[[83, 190], [233, 150], [123, 200], [63, 220], [213, 80], [123, 110]]",full
map_0083_trial_00_robots_06_seed_8300102_mapcomm_raw,83,0,6,8300102,raw,"[[-36.0,16.0],[24.0,0.0],[-20.0,20.0],[-44.0,28.0],[16.0,-28.0],[-20.0,-16.0]]",8300102,"[[83, 190], [233, 150], [123, 200], [63, 220], [213, 80], [123, 110]]",full
map_0083_trial_00_robots_08_seed_8300122_mapcomm_compressed,83,0,8,8300122,compressed,"[[12.0,-8.0],[-48.0,12.0],[-12.0,-24.0],[24.0,12.0],[-36.0,16.0],[-24.0,8.0],[24.0,28.0],[16.0,-32.0]]",8300122,"[[203, 130], [53, 180], [143, 90], [233, 180], [83, 190], [113, 170], [233, 220], [213, 70]]",full
map_0083_trial_00_robots_08_seed_8300122_mapcomm_none,83,0,8,8300122,none,"[[12.0,-8.0],[-48.0,12.0],[-12.0,-24.0],[24.0,12.0],[-36.0,16.0],[-24.0,8.0],[24.0,28.0],[16.0,-32.0]]",8300122,"[[203, 130], [53, 180], [143, 90], [233, 180], [83, 190], [113, 170], [233, 220], [213, 70]]",full
map_0083_trial_00_robots_08_seed_8300122_mapcomm_raw,83,0,8,8300122,raw,"[[12.0,-8.0],[-48.0,12.0],[-12.0,-24.0],[24.0,12.0],[-36.0,16.0],[-24.0,8.0],[24.0,28.0],[16.0,-32.0]]",8300122,"[[203, 130], [53, 180], [143, 90], [233, 180], [83, 190], [113, 170], [233, 220], [213, 70]]",full
map_0083_trial_01_robots_02_seed_8301062_mapcomm_compressed,83,1,2,8301062,compressed,"[[-56.0,-44.0],[24.0,28.0]]",8301062,"[[33, 40], [233, 220]]",full
map_0083_trial_01_robots_02_seed_8301062_mapcomm_none,83,1,2,8301062,none,"[[-56.0,-44.0],[24.0,28.0]]",8301062,"[[33, 40], [233, 220]]",full
map_0083_trial_01_robots_02_seed_8301062_mapcomm_raw,83,1,2,8301062,raw,"[[-56.0,-44.0],[24.0,28.0]]",8301062,"[[33, 40], [233, 220]]",full
map_0083_trial_01_robots_04_seed_8301082_mapcomm_compressed,83,1,4,8301082,compressed,"[[0.0,4.0],[-52.0,-28.0],[-48.0,12.0],[24.0,24.0]]",8301082,"[[173, 160], [43, 80], [53, 180], [233, 210]]",full
map_0083_trial_01_robots_04_seed_8301082_mapcomm_none,83,1,4,8301082,none,"[[0.0,4.0],[-52.0,-28.0],[-48.0,12.0],[24.0,24.0]]",8301082,"[[173, 160], [43, 80], [53, 180], [233, 210]]",full
map_0083_trial_01_robots_04_seed_8301082_mapcomm_raw,83,1,4,8301082,raw,"[[0.0,4.0],[-52.0,-28.0],[-48.0,12.0],[24.0,24.0]]",8301082,"[[173, 160], [43, 80], [53, 180], [233, 210]]",full
map_0083_trial_01_robots_06_seed_8301102_mapcomm_compressed,83,1,6,8301102,compressed,"[[-4.0,0.0],[-4.0,16.0],[-16.0,-12.0],[-48.0,-12.0],[4.0,28.0],[12.0,-16.0]]",8301102,"[[163, 150], [163, 190], [133, 120], [53, 120], [183, 220], [203, 110]]",full
map_0083_trial_01_robots_06_seed_8301102_mapcomm_none,83,1,6,8301102,none,"[[-4.0,0.0],[-4.0,16.0],[-16.0,-12.0],[-48.0,-12.0],[4.0,28.0],[12.0,-16.0]]",8301102,"[[163, 150], [163, 190], [133, 120], [53, 120], [183, 220], [203, 110]]",full
